   2.9047619e-01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   2.0000000e-01	   1.6666667e-01	   0.0000000e+00	   1.4285714e-01	   0.0000000e+00	   2.0000000e-01	
   0.0000000e+00	   3.8333333e-01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   1.6666667e-01	   2.5000000e-01	   0.0000000e+00	   2.0000000e-01	   0.0000000e+00	
   0.0000000e+00	   0.0000000e+00	   4.9047619e-01	   0.0000000e+00	   0.0000000e+00	   1.6666667e-01	   0.0000000e+00	   1.4285714e-01	   2.0000000e-01	   0.0000000e+00	
   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   6.0714286e-01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   1.4285714e-01	   0.0000000e+00	   2.5000000e-01	
   2.0000000e-01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   8.0000000e-01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   1.6666667e-01	   1.6666667e-01	   1.6666667e-01	   0.0000000e+00	   0.0000000e+00	   1.9047619e-01	   0.0000000e+00	   1.4285714e-01	   1.6666667e-01	   0.0000000e+00	
   0.0000000e+00	   2.5000000e-01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   7.5000000e-01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   1.4285714e-01	   0.0000000e+00	   1.4285714e-01	   1.4285714e-01	   0.0000000e+00	   1.4285714e-01	   0.0000000e+00	   1.4285714e-01	   1.4285714e-01	   1.4285714e-01	
   0.0000000e+00	   2.0000000e-01	   2.0000000e-01	   0.0000000e+00	   0.0000000e+00	   1.6666667e-01	   0.0000000e+00	   1.4285714e-01	   2.9047619e-01	   0.0000000e+00	
   2.0000000e-01	   0.0000000e+00	   0.0000000e+00	   2.5000000e-01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   1.4285714e-01	   0.0000000e+00	   4.0714286e-01	
